source_id|target_id|label
enst00000569833|ensg00000261411|transcribed_from
enst00000558175|ensg00000228422|transcribed_from
enst00000663254|ensg00000228422|transcribed_from
enst00000659465|ensg00000228422|transcribed_from
enst00000427835|ensg00000228422|transcribed_from
enst00000656506|ensg00000228422|transcribed_from
enst00000557899|ensg00000228422|transcribed_from
enst00000666572|ensg00000228422|transcribed_from
enst00000668731|ensg00000228422|transcribed_from
enst00000410349|ensg00000222281|transcribed_from
enst00000605565|ensg00000271298|transcribed_from
enst00000254977|ensg00000132640|transcribed_from
enst00000399006|ensg00000132640|transcribed_from
enst00000405977|ensg00000132640|transcribed_from
enst00000449299|ensg00000132640|transcribed_from
enst00000450368|ensg00000132640|transcribed_from
enst00000422390|ensg00000132640|transcribed_from
enst00000618918|ensg00000132640|transcribed_from
enst00000618296|ensg00000132640|transcribed_from
enst00000378226|ensg00000132640|transcribed_from
enst00000455911|ensg00000132640|transcribed_from
enst00000430557|ensg00000132640|transcribed_from
enst00000488503|ensg00000132640|transcribed_from
enst00000471120|ensg00000132640|transcribed_from
enst00000473416|ensg00000132640|transcribed_from
enst00000473180|ensg00000132640|transcribed_from
enst00000439529|ensg00000236526|transcribed_from
enst00000654812|ensg00000235292|transcribed_from
enst00000455132|ensg00000235292|transcribed_from
enst00000442389|ensg00000230437|transcribed_from
enst00000414718|ensg00000235698|transcribed_from
enst00000456265|ensg00000233048|transcribed_from
enst00000602702|ensg00000269931|transcribed_from
enst00000651426|ensg00000269931|transcribed_from
enst00000651029|ensg00000286087|transcribed_from
enst00000660848|ensg00000234265|transcribed_from
enst00000666864|ensg00000234265|transcribed_from
enst00000660733|ensg00000234265|transcribed_from
enst00000655843|ensg00000234265|transcribed_from
enst00000432244|ensg00000234265|transcribed_from
enst00000661302|ensg00000234265|transcribed_from
enst00000664230|ensg00000234265|transcribed_from
enst00000668019|ensg00000234265|transcribed_from
enst00000658737|ensg00000234265|transcribed_from
enst00000658457|ensg00000234265|transcribed_from
enst00000654168|ensg00000234265|transcribed_from
enst00000669657|ensg00000234265|transcribed_from
enst00000669978|ensg00000234265|transcribed_from
enst00000670547|ensg00000234265|transcribed_from
enst00000671262|ensg00000234265|transcribed_from
enst00000399002|ensg00000172296|transcribed_from
enst00000476791|ensg00000172296|transcribed_from
enst00000434210|ensg00000172296|transcribed_from
enst00000450297|ensg00000172296|transcribed_from
enst00000313871|ensg00000197976|transcribed_from
enst00000474361|ensg00000197976|transcribed_from
enst00000381261|ensg00000197976|transcribed_from
enst00000313871_par_y|ensg00000197976_par_y|transcribed_from
enst00000474361_par_y|ensg00000197976_par_y|transcribed_from
enst00000381261_par_y|ensg00000197976_par_y|transcribed_from
